cov_RPM,BRITE,sample,type,species
743.36,Cushing_syndrome,SDBP3_GUARD_allbrites,GUARD,SD
0,Cushing_syndrome,SDBP4_GUARD_allbrites,GUARD,SD
2224.31,Cyanoamino_acid_metabolism,SBBP1_GUARD_allbrites,GUARD,SB
2570.72,Cyanoamino_acid_metabolism,SBBP2_GUARD_allbrites,GUARD,SB
593.9,Cyanoamino_acid_metabolism,SDBP3_GUARD_allbrites,GUARD,SD
1472.67,Cyanoamino_acid_metabolism,SDBP4_GUARD_allbrites,GUARD,SD
9338.83,Cysteine_and_methionine_metabolism,SBBP1_GUARD_allbrites,GUARD,SB
12089.7,Cysteine_and_methionine_metabolism,SBBP2_GUARD_allbrites,GUARD,SB
6166.81,Cysteine_and_methionine_metabolism,SDBP3_GUARD_allbrites,GUARD,SD
10368.46,Cysteine_and_methionine_metabolism,SDBP4_GUARD_allbrites,GUARD,SD
0,Cytochrome_P450,SBBP1_GUARD_allbrites,GUARD,SB
0,Cytochrome_P450,SBBP2_GUARD_allbrites,GUARD,SB
0,Cytochrome_P450,SDBP3_GUARD_allbrites,GUARD,SD
0,Cytochrome_P450,SDBP4_GUARD_allbrites,GUARD,SD
0,Cytokines_and_neuropeptides,SBBP1_GUARD_allbrites,GUARD,SB
0,Cytokines_and_neuropeptides,SBBP2_GUARD_allbrites,GUARD,SB
0,Cytokines_and_neuropeptides,SDBP3_GUARD_allbrites,GUARD,SD
0,Cytokines_and_neuropeptides,SDBP4_GUARD_allbrites,GUARD,SD
558.02,Cytoskeleton_in_muscle_cells,SBBP1_GUARD_allbrites,GUARD,SB
881.95,Cytoskeleton_in_muscle_cells,SBBP2_GUARD_allbrites,GUARD,SB
667.32,Cytoskeleton_in_muscle_cells,SDBP3_GUARD_allbrites,GUARD,SD
512.47,Cytoskeleton_in_muscle_cells,SDBP4_GUARD_allbrites,GUARD,SD
4301.3,Cytoskeleton_proteins,SBBP1_GUARD_allbrites,GUARD,SB
2081.43,Cytoskeleton_proteins,SBBP2_GUARD_allbrites,GUARD,SB
7486.54,Cytoskeleton_proteins,SDBP3_GUARD_allbrites,GUARD,SD
2226.72,Cytoskeleton_proteins,SDBP4_GUARD_allbrites,GUARD,SD
0,Cytosolic_DNA-sensing_pathway,SBBP1_GUARD_allbrites,GUARD,SB
0,Cytosolic_DNA-sensing_pathway,SBBP2_GUARD_allbrites,GUARD,SB
0,Cytosolic_DNA-sensing_pathway,SDBP3_GUARD_allbrites,GUARD,SD
0,Cytosolic_DNA-sensing_pathway,SDBP4_GUARD_allbrites,GUARD,SD
3908.68,D-Amino_acid_metabolism,SBBP1_GUARD_allbrites,GUARD,SB
3261.18,D-Amino_acid_metabolism,SBBP2_GUARD_allbrites,GUARD,SB
2961.45,D-Amino_acid_metabolism,SDBP3_GUARD_allbrites,GUARD,SD
3273.7,D-Amino_acid_metabolism,SDBP4_GUARD_allbrites,GUARD,SD
939.27,Degradation_of_flavonoids,SBBP1_GUARD_allbrites,GUARD,SB
1683.43,Degradation_of_flavonoids,SBBP2_GUARD_allbrites,GUARD,SB
0,Degradation_of_flavonoids,SDBP3_GUARD_allbrites,GUARD,SD
850,Degradation_of_flavonoids,SDBP4_GUARD_allbrites,GUARD,SD
0,Development_and_regeneration,SBBP1_GUARD_allbrites,GUARD,SB
128.5,Development_and_regeneration,SBBP2_GUARD_allbrites,GUARD,SB
544.88,Development_and_regeneration,SDBP3_GUARD_allbrites,GUARD,SD
307.77,Development_and_regeneration,SDBP4_GUARD_allbrites,GUARD,SD
3364,Diabetic_cardiomyopathy,SBBP1_GUARD_allbrites,GUARD,SB
2557.67,Diabetic_cardiomyopathy,SBBP2_GUARD_allbrites,GUARD,SB
6782,Diabetic_cardiomyopathy,SDBP3_GUARD_allbrites,GUARD,SD
3059.79,Diabetic_cardiomyopathy,SDBP4_GUARD_allbrites,GUARD,SD
3692.92,Digestive_system,SBBP1_GUARD_allbrites,GUARD,SB
3567.17,Digestive_system,SBBP2_GUARD_allbrites,GUARD,SB
1934.1,Digestive_system,SDBP3_GUARD_allbrites,GUARD,SD
3865.29,Digestive_system,SDBP4_GUARD_allbrites,GUARD,SD
0,Dilated_cardiomyopathy,SBBP1_GUARD_allbrites,GUARD,SB
0,Dilated_cardiomyopathy,SBBP2_GUARD_allbrites,GUARD,SB
0,Dilated_cardiomyopathy,SDBP3_GUARD_allbrites,GUARD,SD
0,Dilated_cardiomyopathy,SDBP4_GUARD_allbrites,GUARD,SD
308.78,Dioxin_degradation,SBBP1_GUARD_allbrites,GUARD,SB
314.53,Dioxin_degradation,SBBP2_GUARD_allbrites,GUARD,SB
0,Dioxin_degradation,SDBP3_GUARD_allbrites,GUARD,SD
319.98,Dioxin_degradation,SDBP4_GUARD_allbrites,GUARD,SD
0,Diterpenoid_biosynthesis,SBBP1_GUARD_allbrites,GUARD,SB
0,Diterpenoid_biosynthesis,SBBP2_GUARD_allbrites,GUARD,SB
0,Diterpenoid_biosynthesis,SDBP3_GUARD_allbrites,GUARD,SD
0,Diterpenoid_biosynthesis,SDBP4_GUARD_allbrites,GUARD,SD
34483.79,DNA_repair_and_recombination_proteins,SBBP1_GUARD_allbrites,GUARD,SB
30376.13,DNA_repair_and_recombination_proteins,SBBP2_GUARD_allbrites,GUARD,SB
32287.95,DNA_repair_and_recombination_proteins,SDBP3_GUARD_allbrites,GUARD,SD
29260.68,DNA_repair_and_recombination_proteins,SDBP4_GUARD_allbrites,GUARD,SD
6812.54,DNA_replication,SBBP1_GUARD_allbrites,GUARD,SB
6096.15,DNA_replication,SBBP2_GUARD_allbrites,GUARD,SB
9510.49,DNA_replication,SDBP3_GUARD_allbrites,GUARD,SD
6595.08,DNA_replication,SDBP4_GUARD_allbrites,GUARD,SD
12395.85,DNA_replication_proteins,SBBP1_GUARD_allbrites,GUARD,SB
10864.04,DNA_replication_proteins,SBBP2_GUARD_allbrites,GUARD,SB
13831.03,DNA_replication_proteins,SDBP3_GUARD_allbrites,GUARD,SD
11430.89,DNA_replication_proteins,SDBP4_GUARD_allbrites,GUARD,SD
0,Dopaminergic_synapse,SBBP1_GUARD_allbrites,GUARD,SB
0,Dopaminergic_synapse,SBBP2_GUARD_allbrites,GUARD,SB
0,Dopaminergic_synapse,SDBP3_GUARD_allbrites,GUARD,SD
0,Dopaminergic_synapse,SDBP4_GUARD_allbrites,GUARD,SD
1452.57,Drug_metabolism_-_cytochrome_P450,SBBP1_GUARD_allbrites,GUARD,SB
1164.8,Drug_metabolism_-_cytochrome_P450,SBBP2_GUARD_allbrites,GUARD,SB
546.8,Drug_metabolism_-_cytochrome_P450,SDBP3_GUARD_allbrites,GUARD,SD
1346.62,Drug_metabolism_-_cytochrome_P450,SDBP4_GUARD_allbrites,GUARD,SD
3482.64,Drug_metabolism_-_other_enzymes,SBBP1_GUARD_allbrites,GUARD,SB
3504.36,Drug_metabolism_-_other_enzymes,SBBP2_GUARD_allbrites,GUARD,SB
3049.2,Drug_metabolism_-_other_enzymes,SDBP3_GUARD_allbrites,GUARD,SD
3879.82,Drug_metabolism_-_other_enzymes,SDBP4_GUARD_allbrites,GUARD,SD
14505.12,Drug_resistance:_antimicrobial,SBBP1_GUARD_allbrites,GUARD,SB
12317.03,Drug_resistance:_antimicrobial,SBBP2_GUARD_allbrites,GUARD,SB
10929.03,Drug_resistance:_antimicrobial,SDBP3_GUARD_allbrites,GUARD,SD
13991.4,Drug_resistance:_antimicrobial,SDBP4_GUARD_allbrites,GUARD,SD
2455.98,Drug_resistance:_antineoplastic,SBBP1_GUARD_allbrites,GUARD,SB
1779.88,Drug_resistance:_antineoplastic,SBBP2_GUARD_allbrites,GUARD,SB
2735.46,Drug_resistance:_antineoplastic,SDBP3_GUARD_allbrites,GUARD,SD
1939.56,Drug_resistance:_antineoplastic,SDBP4_GUARD_allbrites,GUARD,SD
0,ECM-receptor_interaction,SBBP1_GUARD_allbrites,GUARD,SB
445.46,ECM-receptor_interaction,SBBP2_GUARD_allbrites,GUARD,SB
0,ECM-receptor_interaction,SDBP3_GUARD_allbrites,GUARD,SD
0,ECM-receptor_interaction,SDBP4_GUARD_allbrites,GUARD,SD
521.71,Efferocytosis,SBBP1_GUARD_allbrites,GUARD,SB
0,Efferocytosis,SBBP2_GUARD_allbrites,GUARD,SB
822.43,Efferocytosis,SDBP3_GUARD_allbrites,GUARD,SD
34.35,Efferocytosis,SDBP4_GUARD_allbrites,GUARD,SD
2116.45,Endocrine_and_metabolic_disease,SBBP1_GUARD_allbrites,GUARD,SB
2147.14,Endocrine_and_metabolic_disease,SBBP2_GUARD_allbrites,GUARD,SB
7773.18,Endocrine_and_metabolic_disease,SDBP3_GUARD_allbrites,GUARD,SD
1889.95,Endocrine_and_metabolic_disease,SDBP4_GUARD_allbrites,GUARD,SD
5993.48,Endocrine_system,SBBP1_GUARD_allbrites,GUARD,SB
4715.58,Endocrine_system,SBBP2_GUARD_allbrites,GUARD,SB
3040.95,Endocrine_system,SDBP3_GUARD_allbrites,GUARD,SD
6173.81,Endocrine_system,SDBP4_GUARD_allbrites,GUARD,SD
0,Endocytosis,SBBP1_GUARD_allbrites,GUARD,SB
0,Endocytosis,SBBP2_GUARD_allbrites,GUARD,SB
0,Endocytosis,SDBP3_GUARD_allbrites,GUARD,SD
0,Endocytosis,SDBP4_GUARD_allbrites,GUARD,SD
0,Endometrial_cancer,SBBP1_GUARD_allbrites,GUARD,SB
0,Endometrial_cancer,SBBP2_GUARD_allbrites,GUARD,SB
0,Endometrial_cancer,SDBP3_GUARD_allbrites,GUARD,SD
59.24,Endometrial_cancer,SDBP4_GUARD_allbrites,GUARD,SD
28431.62,Energy_metabolism,SBBP1_GUARD_allbrites,GUARD,SB
24382.28,Energy_metabolism,SBBP2_GUARD_allbrites,GUARD,SB
44721.58,Energy_metabolism,SDBP3_GUARD_allbrites,GUARD,SD
30182.47,Energy_metabolism,SDBP4_GUARD_allbrites,GUARD,SD
2042.66,Environmental_adaptation,SBBP1_GUARD_allbrites,GUARD,SB
969.38,Environmental_adaptation,SBBP2_GUARD_allbrites,GUARD,SB
8238.77,Environmental_adaptation,SDBP3_GUARD_allbrites,GUARD,SD
2064.45,Environmental_adaptation,SDBP4_GUARD_allbrites,GUARD,SD
69950.64,Environmental_Information_Processing,SBBP1_GUARD_allbrites,GUARD,SB
93193.9,Environmental_Information_Processing,SBBP2_GUARD_allbrites,GUARD,SB
68041.12,Environmental_Information_Processing,SDBP3_GUARD_allbrites,GUARD,SD
84083.86,Environmental_Information_Processing,SDBP4_GUARD_allbrites,GUARD,SD
237.85,Epithelial_cell_signaling_in_Helicobacter_pylori_infection,SBBP1_GUARD_allbrites,GUARD,SB
611.18,Epithelial_cell_signaling_in_Helicobacter_pylori_infection,SBBP2_GUARD_allbrites,GUARD,SB
1253.09,Epithelial_cell_signaling_in_Helicobacter_pylori_infection,SDBP3_GUARD_allbrites,GUARD,SD
844.91,Epithelial_cell_signaling_in_Helicobacter_pylori_infection,SDBP4_GUARD_allbrites,GUARD,SD
0,Epstein-Barr_virus_infection,SBBP1_GUARD_allbrites,GUARD,SB
0,Epstein-Barr_virus_infection,SBBP2_GUARD_allbrites,GUARD,SB
1743.63,Epstein-Barr_virus_infection,SDBP3_GUARD_allbrites,GUARD,SD
0,Epstein-Barr_virus_infection,SDBP4_GUARD_allbrites,GUARD,SD
123.23,Estrogen_signaling_pathway,SBBP1_GUARD_allbrites,GUARD,SB
0,Estrogen_signaling_pathway,SBBP2_GUARD_allbrites,GUARD,SB
607.06,Estrogen_signaling_pathway,SDBP3_GUARD_allbrites,GUARD,SD
311.89,Estrogen_signaling_pathway,SDBP4_GUARD_allbrites,GUARD,SD
231.34,Ether_lipid_metabolism,SBBP1_GUARD_allbrites,GUARD,SB
0,Ether_lipid_metabolism,SBBP2_GUARD_allbrites,GUARD,SB
504.82,Ether_lipid_metabolism,SDBP3_GUARD_allbrites,GUARD,SD
26.41,Ether_lipid_metabolism,SDBP4_GUARD_allbrites,GUARD,SD
407.33,Ethylbenzene_degradation,SBBP1_GUARD_allbrites,GUARD,SB
223.69,Ethylbenzene_degradation,SBBP2_GUARD_allbrites,GUARD,SB
0,Ethylbenzene_degradation,SDBP3_GUARD_allbrites,GUARD,SD
106.82,Ethylbenzene_degradation,SDBP4_GUARD_allbrites,GUARD,SD
0,Excretory_system,SBBP1_GUARD_allbrites,GUARD,SB
0,Excretory_system,SBBP2_GUARD_allbrites,GUARD,SB
0,Excretory_system,SDBP3_GUARD_allbrites,GUARD,SD
97.6,Excretory_system,SDBP4_GUARD_allbrites,GUARD,SD
342.68,Exopolysaccharide_biosynthesis,SBBP1_GUARD_allbrites,GUARD,SB
528.57,Exopolysaccharide_biosynthesis,SBBP2_GUARD_allbrites,GUARD,SB
391.5,Exopolysaccharide_biosynthesis,SDBP3_GUARD_allbrites,GUARD,SD
886.87,Exopolysaccharide_biosynthesis,SDBP4_GUARD_allbrites,GUARD,SD
12446.54,Exosome,SBBP1_GUARD_allbrites,GUARD,SB
12182.18,Exosome,SBBP2_GUARD_allbrites,GUARD,SB
11318.11,Exosome,SDBP3_GUARD_allbrites,GUARD,SD
14475.31,Exosome,SDBP4_GUARD_allbrites,GUARD,SD
470.86,Fat_digestion_and_absorption,SBBP1_GUARD_allbrites,GUARD,SB
445.83,Fat_digestion_and_absorption,SBBP2_GUARD_allbrites,GUARD,SB
0,Fat_digestion_and_absorption,SDBP3_GUARD_allbrites,GUARD,SD
861.07,Fat_digestion_and_absorption,SDBP4_GUARD_allbrites,GUARD,SD
9127.22,Fatty_acid_biosynthesis,SBBP1_GUARD_allbrites,GUARD,SB
4596.15,Fatty_acid_biosynthesis,SBBP2_GUARD_allbrites,GUARD,SB
6705.68,Fatty_acid_biosynthesis,SDBP3_GUARD_allbrites,GUARD,SD
6881.94,Fatty_acid_biosynthesis,SDBP4_GUARD_allbrites,GUARD,SD
2272.73,Fatty_acid_degradation,SBBP1_GUARD_allbrites,GUARD,SB
3011.56,Fatty_acid_degradation,SBBP2_GUARD_allbrites,GUARD,SB
0,Fatty_acid_degradation,SDBP3_GUARD_allbrites,GUARD,SD
2407.86,Fatty_acid_degradation,SDBP4_GUARD_allbrites,GUARD,SD
0,Fatty_acid_elongation,SBBP1_GUARD_allbrites,GUARD,SB
0,Fatty_acid_elongation,SBBP2_GUARD_allbrites,GUARD,SB
0,Fatty_acid_elongation,SDBP3_GUARD_allbrites,GUARD,SD
0,Fatty_acid_elongation,SDBP4_GUARD_allbrites,GUARD,SD
0,Fc_gamma_R-mediated_phagocytosis,SBBP1_GUARD_allbrites,GUARD,SB
0,Fc_gamma_R-mediated_phagocytosis,SBBP2_GUARD_allbrites,GUARD,SB
0,Fc_gamma_R-mediated_phagocytosis,SDBP3_GUARD_allbrites,GUARD,SD
68.88,Fc_gamma_R-mediated_phagocytosis,SDBP4_GUARD_allbrites,GUARD,SD
0,Ferroptosis,SBBP1_GUARD_allbrites,GUARD,SB
380.01,Ferroptosis,SBBP2_GUARD_allbrites,GUARD,SB
0,Ferroptosis,SDBP3_GUARD_allbrites,GUARD,SD
498.7,Ferroptosis,SDBP4_GUARD_allbrites,GUARD,SD
3754.61,Flagellar_assembly,SBBP1_GUARD_allbrites,GUARD,SB
835.01,Flagellar_assembly,SBBP2_GUARD_allbrites,GUARD,SB
6120.89,Flagellar_assembly,SDBP3_GUARD_allbrites,GUARD,SD
6223,Flagellar_assembly,SDBP4_GUARD_allbrites,GUARD,SD
0,Flavonoid_biosynthesis,SBBP1_GUARD_allbrites,GUARD,SB
235.48,Flavonoid_biosynthesis,SBBP2_GUARD_allbrites,GUARD,SB
0,Flavonoid_biosynthesis,SDBP3_GUARD_allbrites,GUARD,SD
252.04,Flavonoid_biosynthesis,SDBP4_GUARD_allbrites,GUARD,SD
1043.63,Fluid_shear_stress_and_atherosclerosis,SBBP1_GUARD_allbrites,GUARD,SB
1191.24,Fluid_shear_stress_and_atherosclerosis,SBBP2_GUARD_allbrites,GUARD,SB
1192.59,Fluid_shear_stress_and_atherosclerosis,SDBP3_GUARD_allbrites,GUARD,SD
1541.12,Fluid_shear_stress_and_atherosclerosis,SDBP4_GUARD_allbrites,GUARD,SD
0,Fluorobenzoate_degradation,SBBP1_GUARD_allbrites,GUARD,SB
0,Fluorobenzoate_degradation,SBBP2_GUARD_allbrites,GUARD,SB
0,Fluorobenzoate_degradation,SDBP3_GUARD_allbrites,GUARD,SD
143.88,Fluorobenzoate_degradation,SDBP4_GUARD_allbrites,GUARD,SD
0,Focal_adhesion,SBBP1_GUARD_allbrites,GUARD,SB
445.46,Focal_adhesion,SBBP2_GUARD_allbrites,GUARD,SB
0,Focal_adhesion,SDBP3_GUARD_allbrites,GUARD,SD
0,Focal_adhesion,SDBP4_GUARD_allbrites,GUARD,SD
2466.22,Folate_biosynthesis,SBBP1_GUARD_allbrites,GUARD,SB
3919.28,Folate_biosynthesis,SBBP2_GUARD_allbrites,GUARD,SB
4498.16,Folate_biosynthesis,SDBP3_GUARD_allbrites,GUARD,SD
4311.89,Folate_biosynthesis,SDBP4_GUARD_allbrites,GUARD,SD
2047.63,Folate_transport_and_metabolism,SBBP1_GUARD_allbrites,GUARD,SB
1455.1,Folate_transport_and_metabolism,SBBP2_GUARD_allbrites,GUARD,SB
1387.3,Folate_transport_and_metabolism,SDBP3_GUARD_allbrites,GUARD,SD
1537,Folate_transport_and_metabolism,SDBP4_GUARD_allbrites,GUARD,SD
14822.4,"Folding,_sorting_and_degradation",SBBP1_GUARD_allbrites,GUARD,SB
11261.73,"Folding,_sorting_and_degradation",SBBP2_GUARD_allbrites,GUARD,SB
20923.75,"Folding,_sorting_and_degradation",SDBP3_GUARD_allbrites,GUARD,SD
15532.05,"Folding,_sorting_and_degradation",SDBP4_GUARD_allbrites,GUARD,SD
626.51,FoxO_signaling_pathway,SBBP1_GUARD_allbrites,GUARD,SB
510.85,FoxO_signaling_pathway,SBBP2_GUARD_allbrites,GUARD,SB
1222.91,FoxO_signaling_pathway,SDBP3_GUARD_allbrites,GUARD,SD
381.11,FoxO_signaling_pathway,SDBP4_GUARD_allbrites,GUARD,SD
8742.53,Fructose_and_mannose_metabolism,SBBP1_GUARD_allbrites,GUARD,SB
18172.5,Fructose_and_mannose_metabolism,SBBP2_GUARD_allbrites,GUARD,SB
2633.91,Fructose_and_mannose_metabolism,SDBP3_GUARD_allbrites,GUARD,SD
8171.77,Fructose_and_mannose_metabolism,SDBP4_GUARD_allbrites,GUARD,SD
0,G_protein-coupled_receptors,SBBP1_GUARD_allbrites,GUARD,SB
0,G_protein-coupled_receptors,SBBP2_GUARD_allbrites,GUARD,SB
0,G_protein-coupled_receptors,SDBP3_GUARD_allbrites,GUARD,SD
15.64,G_protein-coupled_receptors,SDBP4_GUARD_allbrites,GUARD,SD
533.55,GABAergic_synapse,SBBP1_GUARD_allbrites,GUARD,SB
761.22,GABAergic_synapse,SBBP2_GUARD_allbrites,GUARD,SB
1119.35,GABAergic_synapse,SDBP3_GUARD_allbrites,GUARD,SD
714.16,GABAergic_synapse,SDBP4_GUARD_allbrites,GUARD,SD
6423.87,Galactose_metabolism,SBBP1_GUARD_allbrites,GUARD,SB
9090.29,Galactose_metabolism,SBBP2_GUARD_allbrites,GUARD,SB
267.36,Galactose_metabolism,SDBP3_GUARD_allbrites,GUARD,SD
5658.46,Galactose_metabolism,SDBP4_GUARD_allbrites,GUARD,SD
0,Gap_junction,SBBP1_GUARD_allbrites,GUARD,SB
0,Gap_junction,SBBP2_GUARD_allbrites,GUARD,SB
0,Gap_junction,SDBP3_GUARD_allbrites,GUARD,SD
0,Gap_junction,SDBP4_GUARD_allbrites,GUARD,SD
0,Gastric_acid_secretion,SBBP1_GUARD_allbrites,GUARD,SB
0,Gastric_acid_secretion,SBBP2_GUARD_allbrites,GUARD,SB
0,Gastric_acid_secretion,SDBP3_GUARD_allbrites,GUARD,SD
0,Gastric_acid_secretion,SDBP4_GUARD_allbrites,GUARD,SD
0,Gastric_cancer,SBBP1_GUARD_allbrites,GUARD,SB
0,Gastric_cancer,SBBP2_GUARD_allbrites,GUARD,SB
0,Gastric_cancer,SDBP3_GUARD_allbrites,GUARD,SD
59.24,Gastric_cancer,SDBP4_GUARD_allbrites,GUARD,SD
80921.66,Genetic_Information_Processing,SBBP1_GUARD_allbrites,GUARD,SB
66833.78,Genetic_Information_Processing,SBBP2_GUARD_allbrites,GUARD,SB
100559.17,Genetic_Information_Processing,SDBP3_GUARD_allbrites,GUARD,SD
70774.61,Genetic_Information_Processing,SDBP4_GUARD_allbrites,GUARD,SD
4352.13,Glucagon_signaling_pathway,SBBP1_GUARD_allbrites,GUARD,SB
1982.1,Glucagon_signaling_pathway,SBBP2_GUARD_allbrites,GUARD,SB
1832.32,Glucagon_signaling_pathway,SDBP3_GUARD_allbrites,GUARD,SD
3770.94,Glucagon_signaling_pathway,SDBP4_GUARD_allbrites,GUARD,SD
795.63,Glucosinolate_biosynthesis,SBBP1_GUARD_allbrites,GUARD,SB
614.66,Glucosinolate_biosynthesis,SBBP2_GUARD_allbrites,GUARD,SB
382.7,Glucosinolate_biosynthesis,SDBP3_GUARD_allbrites,GUARD,SD
809.69,Glucosinolate_biosynthesis,SDBP4_GUARD_allbrites,GUARD,SD
533.55,Glutamatergic_synapse,SBBP1_GUARD_allbrites,GUARD,SB
566.63,Glutamatergic_synapse,SBBP2_GUARD_allbrites,GUARD,SB
1119.35,Glutamatergic_synapse,SDBP3_GUARD_allbrites,GUARD,SD
467.94,Glutamatergic_synapse,SDBP4_GUARD_allbrites,GUARD,SD
3745.52,Glutathione_metabolism,SBBP1_GUARD_allbrites,GUARD,SB
2145.8,Glutathione_metabolism,SBBP2_GUARD_allbrites,GUARD,SB
1833.5,Glutathione_metabolism,SDBP3_GUARD_allbrites,GUARD,SD
4045.35,Glutathione_metabolism,SDBP4_GUARD_allbrites,GUARD,SD
24742.47,Glycan_biosynthesis_and_metabolism,SBBP1_GUARD_allbrites,GUARD,SB
19403.73,Glycan_biosynthesis_and_metabolism,SBBP2_GUARD_allbrites,GUARD,SB
14329.4,Glycan_biosynthesis_and_metabolism,SDBP3_GUARD_allbrites,GUARD,SD
24191.41,Glycan_biosynthesis_and_metabolism,SDBP4_GUARD_allbrites,GUARD,SD
3306.72,Glycerolipid_metabolism,SBBP1_GUARD_allbrites,GUARD,SB
4364.51,Glycerolipid_metabolism,SBBP2_GUARD_allbrites,GUARD,SB
2115.66,Glycerolipid_metabolism,SDBP3_GUARD_allbrites,GUARD,SD
4934.1,Glycerolipid_metabolism,SDBP4_GUARD_allbrites,GUARD,SD
3601.71,Glycerophospholipid_metabolism,SBBP1_GUARD_allbrites,GUARD,SB
5122.12,Glycerophospholipid_metabolism,SBBP2_GUARD_allbrites,GUARD,SB
6520.76,Glycerophospholipid_metabolism,SDBP3_GUARD_allbrites,GUARD,SD
5371.1,Glycerophospholipid_metabolism,SDBP4_GUARD_allbrites,GUARD,SD
5338.07,"Glycine,_serine_and_threonine_metabolism",SBBP1_GUARD_allbrites,GUARD,SB
7805.68,"Glycine,_serine_and_threonine_metabolism",SBBP2_GUARD_allbrites,GUARD,SB
5484.84,"Glycine,_serine_and_threonine_metabolism",SDBP3_GUARD_allbrites,GUARD,SD
7047.49,"Glycine,_serine_and_threonine_metabolism",SDBP4_GUARD_allbrites,GUARD,SD
13129.63,Glycolysis_/_Gluconeogenesis,SBBP1_GUARD_allbrites,GUARD,SB
14614.11,Glycolysis_/_Gluconeogenesis,SBBP2_GUARD_allbrites,GUARD,SB
7324.15,Glycolysis_/_Gluconeogenesis,SDBP3_GUARD_allbrites,GUARD,SD
14439.92,Glycolysis_/_Gluconeogenesis,SDBP4_GUARD_allbrites,GUARD,SD
344.29,Glycosaminoglycan_binding_proteins,SBBP1_GUARD_allbrites,GUARD,SB
936.66,Glycosaminoglycan_binding_proteins,SBBP2_GUARD_allbrites,GUARD,SB
603.04,Glycosaminoglycan_binding_proteins,SDBP3_GUARD_allbrites,GUARD,SD
308.79,Glycosaminoglycan_binding_proteins,SDBP4_GUARD_allbrites,GUARD,SD
0,Glycosaminoglycan_biosynthesis_-_keratan_sulfate,SBBP1_GUARD_allbrites,GUARD,SB
0,Glycosaminoglycan_biosynthesis_-_keratan_sulfate,SBBP2_GUARD_allbrites,GUARD,SB
0,Glycosaminoglycan_biosynthesis_-_keratan_sulfate,SDBP3_GUARD_allbrites,GUARD,SD
93.12,Glycosaminoglycan_biosynthesis_-_keratan_sulfate,SDBP4_GUARD_allbrites,GUARD,SD
204.73,Glycosaminoglycan_degradation,SBBP1_GUARD_allbrites,GUARD,SB
791.76,Glycosaminoglycan_degradation,SBBP2_GUARD_allbrites,GUARD,SB
0,Glycosaminoglycan_degradation,SDBP3_GUARD_allbrites,GUARD,SD
545.32,Glycosaminoglycan_degradation,SDBP4_GUARD_allbrites,GUARD,SD
0,Glycosphingolipid_biosynthesis_-_ganglio_series,SBBP1_GUARD_allbrites,GUARD,SB
283.91,Glycosphingolipid_biosynthesis_-_ganglio_series,SBBP2_GUARD_allbrites,GUARD,SB
0,Glycosphingolipid_biosynthesis_-_ganglio_series,SDBP3_GUARD_allbrites,GUARD,SD
208.31,Glycosphingolipid_biosynthesis_-_ganglio_series,SDBP4_GUARD_allbrites,GUARD,SD
258.51,Glycosphingolipid_biosynthesis_-_globo_and_isoglobo_series,SBBP1_GUARD_allbrites,GUARD,SB
445.77,Glycosphingolipid_biosynthesis_-_globo_and_isoglobo_series,SBBP2_GUARD_allbrites,GUARD,SB
0,Glycosphingolipid_biosynthesis_-_globo_and_isoglobo_series,SDBP3_GUARD_allbrites,GUARD,SD
244.72,Glycosphingolipid_biosynthesis_-_globo_and_isoglobo_series,SDBP4_GUARD_allbrites,GUARD,SD
0,Glycosphingolipid_biosynthesis_-_lacto_and_neolacto_series,SBBP1_GUARD_allbrites,GUARD,SB
0,Glycosphingolipid_biosynthesis_-_lacto_and_neolacto_series,SBBP2_GUARD_allbrites,GUARD,SB
0,Glycosphingolipid_biosynthesis_-_lacto_and_neolacto_series,SDBP3_GUARD_allbrites,GUARD,SD
93.12,Glycosphingolipid_biosynthesis_-_lacto_and_neolacto_series,SDBP4_GUARD_allbrites,GUARD,SD
130.32,Glycosylphosphatidylinositol_(GPI)-anchored_proteins,SBBP1_GUARD_allbrites,GUARD,SB
685.82,Glycosylphosphatidylinositol_(GPI)-anchored_proteins,SBBP2_GUARD_allbrites,GUARD,SB
0,Glycosylphosphatidylinositol_(GPI)-anchored_proteins,SDBP3_GUARD_allbrites,GUARD,SD
245.49,Glycosylphosphatidylinositol_(GPI)-anchored_proteins,SDBP4_GUARD_allbrites,GUARD,SD
4704.06,Glycosyltransferases,SBBP1_GUARD_allbrites,GUARD,SB
2573.67,Glycosyltransferases,SBBP2_GUARD_allbrites,GUARD,SB
1635.02,Glycosyltransferases,SDBP3_GUARD_allbrites,GUARD,SD
4743.48,Glycosyltransferases,SDBP4_GUARD_allbrites,GUARD,SD
5303.82,Glyoxylate_and_dicarboxylate_metabolism,SBBP1_GUARD_allbrites,GUARD,SB
5499.37,Glyoxylate_and_dicarboxylate_metabolism,SBBP2_GUARD_allbrites,GUARD,SB
6403.46,Glyoxylate_and_dicarboxylate_metabolism,SDBP3_GUARD_allbrites,GUARD,SD
5975.04,Glyoxylate_and_dicarboxylate_metabolism,SDBP4_GUARD_allbrites,GUARD,SD
0,"Growth_hormone_synthesis,_secretion_and_action",SBBP1_GUARD_allbrites,GUARD,SB
0,"Growth_hormone_synthesis,_secretion_and_action",SBBP2_GUARD_allbrites,GUARD,SB
0,"Growth_hormone_synthesis,_secretion_and_action",SDBP3_GUARD_allbrites,GUARD,SD
